2021-06-23T14:41:26,72.39
2021-06-23T14:41:26,72.39
2021-06-23T14:41:26,72.39
2021-06-23T14:56:29,72.54
2021-06-23T15:10:14,72.73
2021-06-23T15:23:55,72.79
2021-06-23T15:23:55,72.79
2021-06-23T15:39:28,72.99
2021-06-23T15:39:28,72.99
2021-06-23T15:54:29,73.02
2021-06-23T16:09:24,73.27
2021-06-23T16:28:10,73.31
2021-06-23T16:40:10,73.18
2021-06-23T16:47:49,73.29
2021-06-23T16:55:23,73.31
2021-06-23T17:12:10,73.04
2021-06-23T17:30:53,72.95
2021-06-23T17:43:53,72.61
2021-06-23T17:51:18,72.5
2021-06-23T17:58:52,72.25
2021-06-23T18:21:07,72.01
2021-06-23T18:33:59,71.26
2021-06-23T18:42:45,71.15
2021-06-23T18:50:33,70.79
2021-06-23T19:01:00,70.25
2021-06-23T19:23:12,69.69
2021-06-23T19:36:59,67.59
2021-06-23T19:36:59,67.59
2021-06-23T19:56:38,65.41
2021-06-23T21:00:57,60.64
2021-06-23T21:55:06,58.39
2021-06-23T22:23:15,57.33
2021-06-23T22:42:14,56.46
2021-06-23T22:52:05,56.16
2021-06-23T23:06:41,55.56
2021-06-23T23:30:32,55.02
2021-06-23T23:47:04,54.66
2021-06-23T23:57:06,54.41
2021-06-24T00:24:20,53.89
2021-06-24T00:48:33,53.22
2021-06-24T00:59:23,52.95
2021-06-24T01:19:39,52.75
2021-06-24T01:30:35,52.63
2021-06-24T01:40:28,52.59
2021-06-24T01:50:40,52.38
2021-06-24T02:00:59,52.09
2021-06-24T02:30:39,51.64
2021-06-24T02:54:17,51.22
2021-06-24T03:10:26,51.01
2021-06-24T03:26:25,50.81
2021-06-24T03:36:16,50.22
2021-06-24T03:36:16,50.22
2021-06-24T03:55:59,50.23
2021-06-24T04:17:38,49.95
2021-06-24T04:35:42,49.5
2021-06-24T04:46:04,49.46
2021-06-24T04:56:05,49.51
2021-06-24T05:16:52,49.57
2021-06-24T05:35:44,49.62
2021-06-24T05:48:02,49.62
2021-06-24T05:48:02,49.62
2021-06-24T06:23:31,49.89
2021-06-24T06:39:58,52.02
2021-06-24T06:39:58,52.02
2021-06-24T06:59:37,53.62
2021-06-24T07:18:08,54.19
2021-06-24T07:28:53,54.77
2021-06-24T07:38:50,57.78
2021-06-24T07:48:44,58.44
2021-06-24T07:58:46,59.34
2021-06-24T08:34:35,63.12
2021-06-24T09:03:54,65.68
2021-06-24T09:28:46,66.67
2021-06-24T09:42:13,68.05
2021-06-24T09:51:59,69.21
2021-06-24T10:05:03,70.14
2021-06-24T10:22:14,70.9
2021-06-24T10:33:46,72.12
2021-06-24T10:43:33,72.36
2021-06-24T10:53:24,73.13
2021-06-24T11:10:30,73.63
2021-06-24T11:36:00,74.62
2021-06-24T11:53:01,75.04
2021-06-24T12:13:17,75.74
2021-06-24T12:53:07,76.73
2021-06-24T13:12:23,76.77
2021-06-24T13:38:32,77.16
2021-06-24T13:49:04,76.96
2021-06-24T13:59:03,77.31
2021-06-24T14:27:27,77.47
2021-06-24T14:49:39,77.45
2021-06-24T14:49:39,77.45
2021-06-24T15:17:06,77.31
2021-06-24T15:26:56,77.14
2021-06-24T15:36:59,76.93
2021-06-24T15:46:57,76.93
2021-06-24T15:46:57,76.93
2021-06-24T16:14:58,76.48
2021-06-24T16:27:12,76.28
2021-06-24T16:37:46,76.1
2021-06-24T16:37:46,76.1
2021-06-24T16:57:25,75.63
2021-06-24T17:18:23,75.11
2021-06-24T17:40:33,74.37
2021-06-24T17:52:39,74.1
2021-06-24T18:07:17,73.54
2021-06-24T18:28:05,73.08
2021-06-24T18:41:32,71.85
2021-06-24T18:41:32,71.85
2021-06-24T19:03:35,70.83
2021-06-24T19:24:34,70.29
2021-06-24T19:38:01,71.91
2021-06-24T19:47:43,70.75
2021-06-24T19:57:46,65.98
2021-06-24T21:07:03,63.23
2021-06-24T22:09:02,58.96
2021-06-24T22:41:11,58.17
2021-06-24T22:54:23,57.52
2021-06-24T23:12:58,57.78
2021-06-24T23:34:54,59.07
2021-06-24T23:49:07,58.95
2021-06-24T23:59:03,59.04
2021-06-25T00:28:35,59.83
2021-06-25T00:52:12,59.58
2021-06-25T01:05:09,59.63
2021-06-25T01:22:35,59.74
2021-06-25T01:33:03,59.56
2021-06-25T01:43:02,59.49
2021-06-25T01:43:02,59.49
2021-06-25T02:09:22,59.54
2021-06-25T02:37:47,59.18
2021-06-25T02:56:34,58.86
2021-06-25T03:13:17,59.13
2021-06-25T03:26:46,59
2021-06-25T03:26:46,59
2021-06-25T03:46:33,59.25
2021-06-25T03:56:50,59.09
2021-06-25T04:19:12,59.13
2021-06-25T04:36:26,59.14
2021-06-25T04:46:20,59.18
2021-06-25T04:46:20,59.18
2021-06-25T05:17:12,59.22
2021-06-25T05:36:15,59.07
2021-06-25T05:48:26,59
2021-06-25T05:58:15,58.86
2021-06-25T06:23:39,58.87
2021-06-25T06:40:11,58.91
2021-06-25T06:49:54,58.96
2021-06-25T06:59:51,59
2021-06-25T07:18:19,59.13
2021-06-25T07:29:17,59.13
2021-06-25T07:39:17,59.27
2021-06-25T07:49:08,59.43
2021-06-25T07:58:56,59.56
